item_code,box_length,box_width,box_height,box_weight,item_weight,box_volume,item_volume,number_of_item_in_box,slot_type,l_c,w_c,h_c,slot_volume,orientation,max_box_in_slot,max_item_in_slot,max_item_in_slot_volume,max_item_in_slot_weight
10000003001,40.0,27.0,12.0,9.11,0.37958333333333333,12960.0,540.0,24,3.0,60.0,25.0,43.0,64500.0,1,2,48,25920.0,18.22
10000003001,40.0,27.0,12.0,9.11,0.37958333333333333,12960.0,540.0,24,3.0,60.0,25.0,43.0,64500.0,4,4,96,51840.0,36.44
10000003001,40.0,27.0,12.0,9.11,0.37958333333333333,12960.0,540.0,24,4.0,120.0,25.0,43.0,129000.0,1,6,144,77760.0,54.66
10000003001,40.0,27.0,12.0,9.11,0.37958333333333333,12960.0,540.0,24,4.0,120.0,25.0,43.0,129000.0,4,8,192,103680.0,72.88
10000004001,34.0,23.0,31.0,14.0,2.3333333333333335,24242.0,4040.3,6,0.0,40.0,25.0,43.0,43000.0,0,1,6,24242.0,14.0
10000004001,34.0,23.0,31.0,14.0,2.3333333333333335,24242.0,4040.3,6,0.0,40.0,25.0,43.0,43000.0,3,1,6,24242.0,14.0
10000004001,34.0,23.0,31.0,14.0,2.3333333333333335,24242.0,4040.3,6,1.0,40.0,25.0,31.0,31000.0,0,1,6,24242.0,14.0
10000004001,34.0,23.0,31.0,14.0,2.3333333333333335,24242.0,4040.3,6,3.0,60.0,25.0,43.0,64500.0,0,1,6,24242.0,14.0
10000004001,34.0,23.0,31.0,14.0,2.3333333333333335,24242.0,4040.3,6,3.0,60.0,25.0,43.0,64500.0,3,1,6,24242.0,14.0
10000004001,34.0,23.0,31.0,14.0,2.3333333333333335,24242.0,4040.3,6,4.0,120.0,25.0,43.0,129000.0,0,3,18,72726.0,42.0
10000004001,34.0,23.0,31.0,14.0,2.3333333333333335,24242.0,4040.3,6,4.0,120.0,25.0,43.0,129000.0,3,3,18,72726.0,42.0
10000005001,40.0,28.0,12.0,8.89,0.37041666666666667,13440.0,560.0,24,0.0,40.0,25.0,43.0,43000.0,1,2,48,26880.0,17.78
10000005001,40.0,28.0,12.0,8.89,0.37041666666666667,13440.0,560.0,24,0.0,40.0,25.0,43.0,43000.0,4,2,48,26880.0,17.78
10000005001,40.0,28.0,12.0,8.89,0.37041666666666667,13440.0,560.0,24,1.0,40.0,25.0,31.0,31000.0,1,2,48,26880.0,17.78
10000005001,40.0,28.0,12.0,8.89,0.37041666666666667,13440.0,560.0,24,3.0,60.0,25.0,43.0,64500.0,1,2,48,26880.0,17.78
10000005001,40.0,28.0,12.0,8.89,0.37041666666666667,13440.0,560.0,24,3.0,60.0,25.0,43.0,64500.0,4,4,96,53760.0,35.56
10000005001,40.0,28.0,12.0,8.89,0.37041666666666667,13440.0,560.0,24,4.0,120.0,25.0,43.0,129000.0,1,6,144,80640.0,53.34
10000005001,40.0,28.0,12.0,8.89,0.37041666666666667,13440.0,560.0,24,4.0,120.0,25.0,43.0,129000.0,4,8,192,107520.0,71.12
10000006001,40.0,13.0,13.0,4.69,0.39083333333333337,6760.0,563.3,12,0.0,40.0,25.0,43.0,43000.0,0,3,36,20280.0,14.07
10000006001,40.0,13.0,13.0,4.69,0.39083333333333337,6760.0,563.3,12,0.0,40.0,25.0,43.0,43000.0,1,3,36,20280.0,14.07
10000006001,40.0,13.0,13.0,4.69,0.39083333333333337,6760.0,563.3,12,0.0,40.0,25.0,43.0,43000.0,3,3,36,20280.0,14.07
10000006001,40.0,13.0,13.0,4.69,0.39083333333333337,6760.0,563.3,12,0.0,40.0,25.0,43.0,43000.0,4,3,36,20280.0,14.07
10000006001,40.0,13.0,13.0,4.69,0.39083333333333337,6760.0,563.3,12,1.0,40.0,25.0,31.0,31000.0,0,2,24,13520.0,9.38
10000006001,40.0,13.0,13.0,4.69,0.39083333333333337,6760.0,563.3,12,1.0,40.0,25.0,31.0,31000.0,1,2,24,13520.0,9.38
10000006001,40.0,13.0,13.0,4.69,0.39083333333333337,6760.0,563.3,12,3.0,60.0,25.0,43.0,64500.0,0,3,36,20280.0,14.07
10000006001,40.0,13.0,13.0,4.69,0.39083333333333337,6760.0,563.3,12,3.0,60.0,25.0,43.0,64500.0,1,3,36,20280.0,14.07
10000006001,40.0,13.0,13.0,4.69,0.39083333333333337,6760.0,563.3,12,3.0,60.0,25.0,43.0,64500.0,3,4,48,27040.0,18.76
10000006001,40.0,13.0,13.0,4.69,0.39083333333333337,6760.0,563.3,12,3.0,60.0,25.0,43.0,64500.0,4,4,48,27040.0,18.76
10000006001,40.0,13.0,13.0,4.69,0.39083333333333337,6760.0,563.3,12,4.0,120.0,25.0,43.0,129000.0,0,9,108,60840.0,42.21
10000006001,40.0,13.0,13.0,4.69,0.39083333333333337,6760.0,563.3,12,4.0,120.0,25.0,43.0,129000.0,1,9,108,60840.0,42.21
10000006001,40.0,13.0,13.0,4.69,0.39083333333333337,6760.0,563.3,12,4.0,120.0,25.0,43.0,129000.0,3,9,108,60840.0,42.21
10000006001,40.0,13.0,13.0,4.69,0.39083333333333337,6760.0,563.3,12,4.0,120.0,25.0,43.0,129000.0,4,9,108,60840.0,42.21
10000007001,40.0,28.0,12.0,8.58,0.3575,13440.0,560.0,24,0.0,40.0,25.0,43.0,43000.0,1,2,48,26880.0,17.16
10000007001,40.0,28.0,12.0,8.58,0.3575,13440.0,560.0,24,0.0,40.0,25.0,43.0,43000.0,4,2,48,26880.0,17.16
10000007001,40.0,28.0,12.0,8.58,0.3575,13440.0,560.0,24,1.0,40.0,25.0,31.0,31000.0,1,2,48,26880.0,17.16
10000007001,40.0,28.0,12.0,8.58,0.3575,13440.0,560.0,24,3.0,60.0,25.0,43.0,64500.0,1,2,48,26880.0,17.16
10000007001,40.0,28.0,12.0,8.58,0.3575,13440.0,560.0,24,3.0,60.0,25.0,43.0,64500.0,4,4,96,53760.0,34.32
10000007001,40.0,28.0,12.0,8.58,0.3575,13440.0,560.0,24,4.0,120.0,25.0,43.0,129000.0,1,6,144,80640.0,51.480000000000004
10000007001,40.0,28.0,12.0,8.58,0.3575,13440.0,560.0,24,4.0,120.0,25.0,43.0,129000.0,4,8,192,107520.0,68.64
10000010001,34.0,23.0,31.0,12.52,2.0866666666666664,24242.0,4040.3,6,0.0,40.0,25.0,43.0,43000.0,0,1,6,24242.0,12.52
10000010001,34.0,23.0,31.0,12.52,2.0866666666666664,24242.0,4040.3,6,0.0,40.0,25.0,43.0,43000.0,3,1,6,24242.0,12.52
10000010001,34.0,23.0,31.0,12.52,2.0866666666666664,24242.0,4040.3,6,1.0,40.0,25.0,31.0,31000.0,0,1,6,24242.0,12.52
10000010001,34.0,23.0,31.0,12.52,2.0866666666666664,24242.0,4040.3,6,3.0,60.0,25.0,43.0,64500.0,0,1,6,24242.0,12.52
10000010001,34.0,23.0,31.0,12.52,2.0866666666666664,24242.0,4040.3,6,3.0,60.0,25.0,43.0,64500.0,3,1,6,24242.0,12.52
10000010001,34.0,23.0,31.0,12.52,2.0866666666666664,24242.0,4040.3,6,4.0,120.0,25.0,43.0,129000.0,0,3,18,72726.0,37.56
10000010001,34.0,23.0,31.0,12.52,2.0866666666666664,24242.0,4040.3,6,4.0,120.0,25.0,43.0,129000.0,3,3,18,72726.0,37.56
10000011001,40.0,27.0,10.0,6.76,0.2816666666666667,10800.0,450.0,24,0.0,40.0,25.0,43.0,43000.0,1,2,48,21600.0,13.52
10000011001,40.0,27.0,10.0,6.76,0.2816666666666667,10800.0,450.0,24,0.0,40.0,25.0,43.0,43000.0,4,2,48,21600.0,13.52
10000011001,40.0,27.0,10.0,6.76,0.2816666666666667,10800.0,450.0,24,1.0,40.0,25.0,31.0,31000.0,1,2,48,21600.0,13.52
10000011001,40.0,27.0,10.0,6.76,0.2816666666666667,10800.0,450.0,24,3.0,60.0,25.0,43.0,64500.0,1,2,48,21600.0,13.52
10000011001,40.0,27.0,10.0,6.76,0.2816666666666667,10800.0,450.0,24,3.0,60.0,25.0,43.0,64500.0,4,4,96,43200.0,27.04
10000011001,40.0,27.0,10.0,6.76,0.2816666666666667,10800.0,450.0,24,4.0,120.0,25.0,43.0,129000.0,1,6,144,64800.0,40.56
10000011001,40.0,27.0,10.0,6.76,0.2816666666666667,10800.0,450.0,24,4.0,120.0,25.0,43.0,129000.0,4,8,192,86400.0,54.08
10000012001,45.0,30.0,25.0,15.88,0.6616666666666667,33750.0,1406.3,24,3.0,60.0,25.0,43.0,64500.0,1,1,24,33750.0,15.88
10000012001,45.0,30.0,25.0,15.88,0.6616666666666667,33750.0,1406.3,24,4.0,120.0,25.0,43.0,129000.0,1,2,48,67500.0,31.76
10000013001,41.0,28.0,10.0,7.03,0.29291666666666666,11480.0,478.3,24,0.0,40.0,25.0,43.0,43000.0,4,2,48,22960.0,14.06
10000013001,41.0,28.0,10.0,7.03,0.29291666666666666,11480.0,478.3,24,3.0,60.0,25.0,43.0,64500.0,1,2,48,22960.0,14.06
10000013001,41.0,28.0,10.0,7.03,0.29291666666666666,11480.0,478.3,24,3.0,60.0,25.0,43.0,64500.0,4,4,96,45920.0,28.12
10000013001,41.0,28.0,10.0,7.03,0.29291666666666666,11480.0,478.3,24,4.0,120.0,25.0,43.0,129000.0,1,4,96,45920.0,28.12
10000013001,41.0,28.0,10.0,7.03,0.29291666666666666,11480.0,478.3,24,4.0,120.0,25.0,43.0,129000.0,4,8,192,91840.0,56.24
10000021001,40.0,28.0,12.0,8.59,0.35791666666666666,13440.0,560.0,24,0.0,40.0,25.0,43.0,43000.0,1,2,48,26880.0,17.18
10000021001,40.0,28.0,12.0,8.59,0.35791666666666666,13440.0,560.0,24,0.0,40.0,25.0,43.0,43000.0,4,2,48,26880.0,17.18
10000021001,40.0,28.0,12.0,8.59,0.35791666666666666,13440.0,560.0,24,1.0,40.0,25.0,31.0,31000.0,1,2,48,26880.0,17.18
10000021001,40.0,28.0,12.0,8.59,0.35791666666666666,13440.0,560.0,24,3.0,60.0,25.0,43.0,64500.0,1,2,48,26880.0,17.18
10000021001,40.0,28.0,12.0,8.59,0.35791666666666666,13440.0,560.0,24,3.0,60.0,25.0,43.0,64500.0,4,4,96,53760.0,34.36
10000021001,40.0,28.0,12.0,8.59,0.35791666666666666,13440.0,560.0,24,4.0,120.0,25.0,43.0,129000.0,1,6,144,80640.0,51.54
10000021001,40.0,28.0,12.0,8.59,0.35791666666666666,13440.0,560.0,24,4.0,120.0,25.0,43.0,129000.0,4,8,192,107520.0,68.72
10000023001,43.0,28.0,25.0,16.27,0.6779166666666666,30100.0,1254.2,24,0.0,40.0,25.0,43.0,43000.0,4,1,24,30100.0,16.27
10000023001,43.0,28.0,25.0,16.27,0.6779166666666666,30100.0,1254.2,24,3.0,60.0,25.0,43.0,64500.0,1,1,24,30100.0,16.27
10000023001,43.0,28.0,25.0,16.27,0.6779166666666666,30100.0,1254.2,24,3.0,60.0,25.0,43.0,64500.0,4,2,48,60200.0,32.54
10000023001,43.0,28.0,25.0,16.27,0.6779166666666666,30100.0,1254.2,24,4.0,120.0,25.0,43.0,129000.0,1,2,48,60200.0,32.54
10000023001,43.0,28.0,25.0,16.27,0.6779166666666666,30100.0,1254.2,24,4.0,120.0,25.0,43.0,129000.0,4,4,96,120400.0,65.08
10000026001,34.0,22.0,14.0,6.62,0.2758333333333333,10472.0,436.3,24,0.0,40.0,25.0,43.0,43000.0,0,3,72,31416.0,19.86
10000026001,34.0,22.0,14.0,6.62,0.2758333333333333,10472.0,436.3,24,0.0,40.0,25.0,43.0,43000.0,1,1,24,10472.0,6.62
10000026001,34.0,22.0,14.0,6.62,0.2758333333333333,10472.0,436.3,24,0.0,40.0,25.0,43.0,43000.0,3,2,48,20944.0,13.24
10000026001,34.0,22.0,14.0,6.62,0.2758333333333333,10472.0,436.3,24,0.0,40.0,25.0,43.0,43000.0,4,1,24,10472.0,6.62
10000026001,34.0,22.0,14.0,6.62,0.2758333333333333,10472.0,436.3,24,1.0,40.0,25.0,31.0,31000.0,0,2,48,20944.0,13.24
10000026001,34.0,22.0,14.0,6.62,0.2758333333333333,10472.0,436.3,24,1.0,40.0,25.0,31.0,31000.0,1,1,24,10472.0,6.62
10000026001,34.0,22.0,14.0,6.62,0.2758333333333333,10472.0,436.3,24,3.0,60.0,25.0,43.0,64500.0,0,3,72,31416.0,19.86
10000026001,34.0,22.0,14.0,6.62,0.2758333333333333,10472.0,436.3,24,3.0,60.0,25.0,43.0,64500.0,1,1,24,10472.0,6.62
10000026001,34.0,22.0,14.0,6.62,0.2758333333333333,10472.0,436.3,24,3.0,60.0,25.0,43.0,64500.0,3,4,96,41888.0,26.48
10000026001,34.0,22.0,14.0,6.62,0.2758333333333333,10472.0,436.3,24,3.0,60.0,25.0,43.0,64500.0,4,2,48,20944.0,13.24
10000026001,34.0,22.0,14.0,6.62,0.2758333333333333,10472.0,436.3,24,4.0,120.0,25.0,43.0,129000.0,0,9,216,94248.0,59.58
10000026001,34.0,22.0,14.0,6.62,0.2758333333333333,10472.0,436.3,24,4.0,120.0,25.0,43.0,129000.0,1,3,72,31416.0,19.86
10000026001,34.0,22.0,14.0,6.62,0.2758333333333333,10472.0,436.3,24,4.0,120.0,25.0,43.0,129000.0,3,8,192,83776.0,52.96
10000026001,34.0,22.0,14.0,6.62,0.2758333333333333,10472.0,436.3,24,4.0,120.0,25.0,43.0,129000.0,4,5,120,52360.0,33.1
10000027001,45.0,30.0,25.0,15.41,0.6420833333333333,33750.0,1406.3,24,3.0,60.0,25.0,43.0,64500.0,1,1,24,33750.0,15.41
10000027001,45.0,30.0,25.0,15.41,0.6420833333333333,33750.0,1406.3,24,4.0,120.0,25.0,43.0,129000.0,1,2,48,67500.0,30.82
10000998001,28.0,20.0,19.0,4.8,4.8,10640.0,10640.0,1,0.0,40.0,25.0,43.0,43000.0,0,2,2,21280.0,9.6
10000998001,28.0,20.0,19.0,4.8,4.8,10640.0,10640.0,1,0.0,40.0,25.0,43.0,43000.0,1,2,2,21280.0,9.6
10000998001,28.0,20.0,19.0,4.8,4.8,10640.0,10640.0,1,0.0,40.0,25.0,43.0,43000.0,3,2,2,21280.0,9.6
10000998001,28.0,20.0,19.0,4.8,4.8,10640.0,10640.0,1,0.0,40.0,25.0,43.0,43000.0,4,2,2,21280.0,9.6
10000998001,28.0,20.0,19.0,4.8,4.8,10640.0,10640.0,1,1.0,40.0,25.0,31.0,31000.0,0,1,1,10640.0,4.8
10000998001,28.0,20.0,19.0,4.8,4.8,10640.0,10640.0,1,1.0,40.0,25.0,31.0,31000.0,1,1,1,10640.0,4.8
10000998001,28.0,20.0,19.0,4.8,4.8,10640.0,10640.0,1,1.0,40.0,25.0,31.0,31000.0,3,2,2,21280.0,9.6
10000998001,28.0,20.0,19.0,4.8,4.8,10640.0,10640.0,1,1.0,40.0,25.0,31.0,31000.0,4,2,2,21280.0,9.6
10000998001,28.0,20.0,19.0,4.8,4.8,10640.0,10640.0,1,2.0,30.0,25.0,20.5,15375.0,0,1,1,10640.0,4.8
10000998001,28.0,20.0,19.0,4.8,4.8,10640.0,10640.0,1,2.0,30.0,25.0,20.5,15375.0,1,1,1,10640.0,4.8
10000998001,28.0,20.0,19.0,4.8,4.8,10640.0,10640.0,1,3.0,60.0,25.0,43.0,64500.0,0,4,4,42560.0,19.2
10000998001,28.0,20.0,19.0,4.8,4.8,10640.0,10640.0,1,3.0,60.0,25.0,43.0,64500.0,1,4,4,42560.0,19.2
10000998001,28.0,20.0,19.0,4.8,4.8,10640.0,10640.0,1,3.0,60.0,25.0,43.0,64500.0,3,3,3,31920.0,14.399999999999999
10000998001,28.0,20.0,19.0,4.8,4.8,10640.0,10640.0,1,3.0,60.0,25.0,43.0,64500.0,4,3,3,31920.0,14.399999999999999
10000998001,28.0,20.0,19.0,4.8,4.8,10640.0,10640.0,1,4.0,120.0,25.0,43.0,129000.0,0,8,8,85120.0,38.4
10000998001,28.0,20.0,19.0,4.8,4.8,10640.0,10640.0,1,4.0,120.0,25.0,43.0,129000.0,1,8,8,85120.0,38.4
10000998001,28.0,20.0,19.0,4.8,4.8,10640.0,10640.0,1,4.0,120.0,25.0,43.0,129000.0,3,6,6,63840.0,28.799999999999997
10000998001,28.0,20.0,19.0,4.8,4.8,10640.0,10640.0,1,4.0,120.0,25.0,43.0,129000.0,4,6,6,63840.0,28.799999999999997
10001001001,34.0,24.0,31.0,13.34,2.223333333333333,25296.0,4216.0,6,0.0,40.0,25.0,43.0,43000.0,0,1,6,25296.0,13.34
10001001001,34.0,24.0,31.0,13.34,2.223333333333333,25296.0,4216.0,6,0.0,40.0,25.0,43.0,43000.0,3,1,6,25296.0,13.34
10001001001,34.0,24.0,31.0,13.34,2.223333333333333,25296.0,4216.0,6,1.0,40.0,25.0,31.0,31000.0,0,1,6,25296.0,13.34
10001001001,34.0,24.0,31.0,13.34,2.223333333333333,25296.0,4216.0,6,3.0,60.0,25.0,43.0,64500.0,0,1,6,25296.0,13.34
10001001001,34.0,24.0,31.0,13.34,2.223333333333333,25296.0,4216.0,6,3.0,60.0,25.0,43.0,64500.0,3,1,6,25296.0,13.34
10001001001,34.0,24.0,31.0,13.34,2.223333333333333,25296.0,4216.0,6,4.0,120.0,25.0,43.0,129000.0,0,3,18,75888.0,40.019999999999996
10001001001,34.0,24.0,31.0,13.34,2.223333333333333,25296.0,4216.0,6,4.0,120.0,25.0,43.0,129000.0,3,3,18,75888.0,40.019999999999996
10001004001,34.0,23.0,31.0,12.52,2.0866666666666664,24242.0,4040.3,6,0.0,40.0,25.0,43.0,43000.0,0,1,6,24242.0,12.52
10001004001,34.0,23.0,31.0,12.52,2.0866666666666664,24242.0,4040.3,6,0.0,40.0,25.0,43.0,43000.0,3,1,6,24242.0,12.52
10001004001,34.0,23.0,31.0,12.52,2.0866666666666664,24242.0,4040.3,6,1.0,40.0,25.0,31.0,31000.0,0,1,6,24242.0,12.52
10001004001,34.0,23.0,31.0,12.52,2.0866666666666664,24242.0,4040.3,6,3.0,60.0,25.0,43.0,64500.0,0,1,6,24242.0,12.52
10001004001,34.0,23.0,31.0,12.52,2.0866666666666664,24242.0,4040.3,6,3.0,60.0,25.0,43.0,64500.0,3,1,6,24242.0,12.52
10001004001,34.0,23.0,31.0,12.52,2.0866666666666664,24242.0,4040.3,6,4.0,120.0,25.0,43.0,129000.0,0,3,18,72726.0,37.56
10001004001,34.0,23.0,31.0,12.52,2.0866666666666664,24242.0,4040.3,6,4.0,120.0,25.0,43.0,129000.0,3,3,18,72726.0,37.56
10001005001,40.0,27.0,12.0,9.11,0.37958333333333333,12960.0,540.0,24,0.0,40.0,25.0,43.0,43000.0,1,2,48,25920.0,18.22
10001005001,40.0,27.0,12.0,9.11,0.37958333333333333,12960.0,540.0,24,0.0,40.0,25.0,43.0,43000.0,4,2,48,25920.0,18.22
10001005001,40.0,27.0,12.0,9.11,0.37958333333333333,12960.0,540.0,24,1.0,40.0,25.0,31.0,31000.0,1,2,48,25920.0,18.22
10001005001,40.0,27.0,12.0,9.11,0.37958333333333333,12960.0,540.0,24,3.0,60.0,25.0,43.0,64500.0,1,2,48,25920.0,18.22
10001005001,40.0,27.0,12.0,9.11,0.37958333333333333,12960.0,540.0,24,3.0,60.0,25.0,43.0,64500.0,4,4,96,51840.0,36.44
10001005001,40.0,27.0,12.0,9.11,0.37958333333333333,12960.0,540.0,24,4.0,120.0,25.0,43.0,129000.0,1,6,144,77760.0,54.66
10001005001,40.0,27.0,12.0,9.11,0.37958333333333333,12960.0,540.0,24,4.0,120.0,25.0,43.0,129000.0,4,8,192,103680.0,72.88
10001006001,40.0,28.0,12.0,8.95,0.3729166666666666,13440.0,560.0,24,0.0,40.0,25.0,43.0,43000.0,1,2,48,26880.0,17.9
10001006001,40.0,28.0,12.0,8.95,0.3729166666666666,13440.0,560.0,24,0.0,40.0,25.0,43.0,43000.0,4,2,48,26880.0,17.9
10001006001,40.0,28.0,12.0,8.95,0.3729166666666666,13440.0,560.0,24,1.0,40.0,25.0,31.0,31000.0,1,2,48,26880.0,17.9
10001006001,40.0,28.0,12.0,8.95,0.3729166666666666,13440.0,560.0,24,3.0,60.0,25.0,43.0,64500.0,1,2,48,26880.0,17.9
10001006001,40.0,28.0,12.0,8.95,0.3729166666666666,13440.0,560.0,24,3.0,60.0,25.0,43.0,64500.0,4,4,96,53760.0,35.8
10001006001,40.0,28.0,12.0,8.95,0.3729166666666666,13440.0,560.0,24,4.0,120.0,25.0,43.0,129000.0,1,6,144,80640.0,53.699999999999996
10001006001,40.0,28.0,12.0,8.95,0.3729166666666666,13440.0,560.0,24,4.0,120.0,25.0,43.0,129000.0,4,8,192,107520.0,71.6
10001007001,42.0,28.0,24.0,15.97,0.6654166666666667,28224.0,1176.0,24,0.0,40.0,25.0,43.0,43000.0,4,1,24,28224.0,15.97
10001007001,42.0,28.0,24.0,15.97,0.6654166666666667,28224.0,1176.0,24,3.0,60.0,25.0,43.0,64500.0,1,1,24,28224.0,15.97
10001007001,42.0,28.0,24.0,15.97,0.6654166666666667,28224.0,1176.0,24,3.0,60.0,25.0,43.0,64500.0,4,2,48,56448.0,31.94
10001007001,42.0,28.0,24.0,15.97,0.6654166666666667,28224.0,1176.0,24,4.0,120.0,25.0,43.0,129000.0,1,2,48,56448.0,31.94
10001007001,42.0,28.0,24.0,15.97,0.6654166666666667,28224.0,1176.0,24,4.0,120.0,25.0,43.0,129000.0,4,4,96,112896.0,63.88
10001008001,34.0,22.0,31.0,13.02,2.17,23188.0,3864.7,6,0.0,40.0,25.0,43.0,43000.0,0,1,6,23188.0,13.02
10001008001,34.0,22.0,31.0,13.02,2.17,23188.0,3864.7,6,0.0,40.0,25.0,43.0,43000.0,3,1,6,23188.0,13.02
10001008001,34.0,22.0,31.0,13.02,2.17,23188.0,3864.7,6,1.0,40.0,25.0,31.0,31000.0,0,1,6,23188.0,13.02
10001008001,34.0,22.0,31.0,13.02,2.17,23188.0,3864.7,6,3.0,60.0,25.0,43.0,64500.0,0,1,6,23188.0,13.02
10001008001,34.0,22.0,31.0,13.02,2.17,23188.0,3864.7,6,3.0,60.0,25.0,43.0,64500.0,3,1,6,23188.0,13.02
10001008001,34.0,22.0,31.0,13.02,2.17,23188.0,3864.7,6,4.0,120.0,25.0,43.0,129000.0,0,3,18,69564.0,39.06
10001008001,34.0,22.0,31.0,13.02,2.17,23188.0,3864.7,6,4.0,120.0,25.0,43.0,129000.0,3,3,18,69564.0,39.06
10001009001,40.0,27.0,10.0,6.77,0.2820833333333333,10800.0,450.0,24,0.0,40.0,25.0,43.0,43000.0,1,2,48,21600.0,13.54
10001009001,40.0,27.0,10.0,6.77,0.2820833333333333,10800.0,450.0,24,0.0,40.0,25.0,43.0,43000.0,4,2,48,21600.0,13.54
10001009001,40.0,27.0,10.0,6.77,0.2820833333333333,10800.0,450.0,24,1.0,40.0,25.0,31.0,31000.0,1,2,48,21600.0,13.54
10001009001,40.0,27.0,10.0,6.77,0.2820833333333333,10800.0,450.0,24,3.0,60.0,25.0,43.0,64500.0,1,2,48,21600.0,13.54
10001009001,40.0,27.0,10.0,6.77,0.2820833333333333,10800.0,450.0,24,3.0,60.0,25.0,43.0,64500.0,4,4,96,43200.0,27.08
10001009001,40.0,27.0,10.0,6.77,0.2820833333333333,10800.0,450.0,24,4.0,120.0,25.0,43.0,129000.0,1,6,144,64800.0,40.62
10001009001,40.0,27.0,10.0,6.77,0.2820833333333333,10800.0,450.0,24,4.0,120.0,25.0,43.0,129000.0,4,8,192,86400.0,54.16
10001012001,40.0,27.0,10.0,6.79,0.28291666666666665,10800.0,450.0,24,0.0,40.0,25.0,43.0,43000.0,1,2,48,21600.0,13.58
10001012001,40.0,27.0,10.0,6.79,0.28291666666666665,10800.0,450.0,24,0.0,40.0,25.0,43.0,43000.0,4,2,48,21600.0,13.58
10001012001,40.0,27.0,10.0,6.79,0.28291666666666665,10800.0,450.0,24,1.0,40.0,25.0,31.0,31000.0,1,2,48,21600.0,13.58
10001012001,40.0,27.0,10.0,6.79,0.28291666666666665,10800.0,450.0,24,3.0,60.0,25.0,43.0,64500.0,1,2,48,21600.0,13.58
10001012001,40.0,27.0,10.0,6.79,0.28291666666666665,10800.0,450.0,24,3.0,60.0,25.0,43.0,64500.0,4,4,96,43200.0,27.16
10001012001,40.0,27.0,10.0,6.79,0.28291666666666665,10800.0,450.0,24,4.0,120.0,25.0,43.0,129000.0,1,6,144,64800.0,40.74
10001012001,40.0,27.0,10.0,6.79,0.28291666666666665,10800.0,450.0,24,4.0,120.0,25.0,43.0,129000.0,4,8,192,86400.0,54.32
10001014001,34.0,22.0,14.0,6.55,0.27291666666666664,10472.0,436.3,24,0.0,40.0,25.0,43.0,43000.0,0,3,72,31416.0,19.65
10001014001,34.0,22.0,14.0,6.55,0.27291666666666664,10472.0,436.3,24,0.0,40.0,25.0,43.0,43000.0,1,1,24,10472.0,6.55
10001014001,34.0,22.0,14.0,6.55,0.27291666666666664,10472.0,436.3,24,0.0,40.0,25.0,43.0,43000.0,3,2,48,20944.0,13.1
10001014001,34.0,22.0,14.0,6.55,0.27291666666666664,10472.0,436.3,24,0.0,40.0,25.0,43.0,43000.0,4,1,24,10472.0,6.55
10001014001,34.0,22.0,14.0,6.55,0.27291666666666664,10472.0,436.3,24,1.0,40.0,25.0,31.0,31000.0,0,2,48,20944.0,13.1
10001014001,34.0,22.0,14.0,6.55,0.27291666666666664,10472.0,436.3,24,1.0,40.0,25.0,31.0,31000.0,1,1,24,10472.0,6.55
10001014001,34.0,22.0,14.0,6.55,0.27291666666666664,10472.0,436.3,24,3.0,60.0,25.0,43.0,64500.0,0,3,72,31416.0,19.65
