item_id,item_code,item_class,item_order_frequency,item_initial_quantity_inventory,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_weight,item_unit,max_fit,item_pod_inventory_level,item_warehouse_inventory_level
34,10002011001,C,3,12,42.0,28.0,24.0,28224.0,15.72,24.0,1176.0,0.655,PCS,40,0.4,0.4
35,10002012001,B,30,308,41.0,27.0,13.0,14391.0,8.78,24.0,599.625,0.3658333333333333,PCS,40,0.4,0.4
36,10002013001,C,4,48,40.0,13.0,13.0,6760.0,4.69,12.0,563.3333333333334,0.39083333333333337,PCS,40,0.4,0.4
37,10002014001,A,96,180,41.0,27.0,13.0,14391.0,9.53,24.0,599.625,0.3970833333333333,PCS,40,0.4,0.4
38,10002017001,A,113,325,34.0,22.0,31.0,23188.0,13.03,6.0,3864.6666666666665,2.1716666666666664,PCS,40,0.4,0.4
39,10002018001,A,566,980,41.0,27.0,12.0,13284.0,9.27,24.0,553.5,0.38625,PCS,40,0.4,0.4
40,10002019001,A,290,594,41.0,27.0,13.0,14391.0,9.34,24.0,599.625,0.38916666666666666,PCS,40,0.4,0.4
41,10002021001,A,291,1984,40.0,27.0,9.0,9720.0,6.99,24.0,405.0,0.29125,PCS,40,0.4,0.4
42,10002025001,A,68,12,38.0,28.0,30.0,31920.0,16.2,12.0,2660.0,1.3499999999999999,PCS,40,0.4,0.4
43,10002026001,C,1,12,31.0,22.0,24.0,16368.0,7.84,12.0,1364.0,0.6533333333333333,PCS,40,0.4,0.4
44,10002035001,A,132,40,34.0,23.0,31.0,24242.0,13.44,6.0,4040.3333333333335,2.2399999999999998,PCS,40,0.4,0.4
45,10002037001,C,5,2,35.0,27.0,32.0,30240.0,17.1,12.0,2520.0,1.425,PCS,40,0.4,0.4
46,10002038001,C,5,7,35.0,27.0,32.0,30240.0,17.1,12.0,2520.0,1.425,PCS,40,0.4,0.4
47,10002039001,C,0,24,35.0,27.0,32.0,30240.0,17.13,12.0,2520.0,1.4275,PCS,40,0.4,0.4
48,10002040001,A,60,36,34.0,23.0,31.0,24242.0,13.1,6.0,4040.3333333333335,2.183333333333333,PCS,40,0.4,0.4
49,10002045001,A,185,49,34.0,22.0,30.0,22440.0,12.96,6.0,3740.0,2.16,PCS,40,0.4,0.4
50,10002046001,A,77,287,43.0,29.0,12.0,14964.0,8.82,24.0,623.5,0.3675,PCS,40,0.4,0.4
51,10002051001,C,0,21,34.0,23.0,31.0,24242.0,13.23,6.0,4040.3333333333335,2.205,PCS,40,0.4,0.4
52,10002069001,A,44,16,34.0,23.0,30.0,23460.0,13.28,6.0,3910.0,2.2133333333333334,PCS,40,0.4,0.4
53,10002071001,A,108,56,42.0,28.0,25.0,29400.0,15.95,24.0,1225.0,0.6645833333333333,PCS,40,0.4,0.4
54,10002072001,B,31,9,34.0,23.0,30.0,23460.0,13.3,6.0,3910.0,2.216666666666667,PCS,40,0.4,0.4
55,10002073001,A,40,168,41.0,27.0,12.0,13284.0,8.64,24.0,553.5,0.36000000000000004,PCS,40,0.4,0.4
56,10002074001,A,73,16,36.0,27.0,28.0,27216.0,17.0,12.0,2268.0,1.4166666666666667,PCS,40,0.4,0.4
57,10002078001,C,4,18,34.0,23.0,30.0,23460.0,13.31,6.0,3910.0,2.2183333333333333,PCS,40,0.4,0.4
58,10002102001,A,273,512,40.0,27.0,12.0,12960.0,9.0,24.0,540.0,0.375,PCS,40,0.4,0.4
59,10002899001,C,3,24,41.0,27.0,12.0,13284.0,8.588,24.0,553.5,0.3578333333333333,PCS,40,0.4,0.4
60,10002906001,A,66,36,42.0,29.0,22.0,26796.0,13.2,24.0,1116.5,0.5499999999999999,PCS,40,0.4,0.4
61,10002911001,C,0,6,40.0,27.0,12.0,12960.0,8.7,24.0,540.0,0.3625,PCS,40,0.4,0.4
62,10002916001,B,10,23,27.0,27.0,30.0,21870.0,16.2,12.0,1822.5,1.3499999999999999,PCS,40,0.4,0.4
63,10002918001,C,3,18,35.0,23.0,31.0,24955.0,13.45,6.0,4159.166666666667,2.2416666666666667,PCS,40,0.4,0.4
64,10002919001,C,7,54,35.0,23.0,31.0,24955.0,13.46,6.0,4159.166666666667,2.2433333333333336,PCS,40,0.4,0.4
65,10002942001,B,29,83,40.0,28.0,12.0,13440.0,8.91,24.0,560.0,0.37125,PCS,40,0.4,0.4
66,10002943001,A,93,228,44.0,27.0,12.0,14256.0,8.82,24.0,594.0,0.3675,PCS,40,0.4,0.4
67,10002944001,A,79,192,44.0,27.0,12.0,14256.0,8.82,24.0,594.0,0.3675,PCS,40,0.4,0.4
68,10010001001,C,0,6,32.0,17.0,14.0,7616.0,5.09,18.0,423.1111111111111,0.2827777777777778,PCS,40,0.4,0.4
69,10010002001,A,418,2309,35.0,20.0,11.0,7700.0,6.63,24.0,320.8333333333333,0.27625,PCS,40,0.4,0.4
70,10010004001,A,219,533,35.0,20.0,11.0,7700.0,6.73,24.0,320.8333333333333,0.2804166666666667,PCS,40,0.4,0.4
71,10010007001,C,0,30,32.0,17.0,14.0,7616.0,5.09,18.0,423.1111111111111,0.2827777777777778,PCS,40,0.4,0.4
72,10010009001,B,13,40,42.0,28.0,24.0,28224.0,15.9,24.0,1176.0,0.6625,PCS,40,0.4,0.4
73,10010012001,B,18,76,42.0,28.0,24.0,28224.0,15.8,24.0,1176.0,0.6583333333333333,PCS,40,0.4,0.4
74,10010018001,B,9,168,40.0,27.0,10.0,10800.0,7.25,24.0,450.0,0.3020833333333333,PCS,40,0.4,0.4
75,10010019001,B,19,72,32.0,17.0,14.0,7616.0,5.1,18.0,423.1111111111111,0.2833333333333333,PCS,40,0.4,0.4
76,10010026001,A,52,308,33.0,16.0,10.0,5280.0,4.39,24.0,220.0,0.18291666666666664,PCS,40,0.4,0.4
77,10010027001,C,0,912,33.0,16.0,10.0,5280.0,4.34,24.0,220.0,0.18083333333333332,PCS,40,0.4,0.4
78,10010035001,A,306,652,34.0,20.0,11.0,7480.0,6.61,24.0,311.6666666666667,0.2754166666666667,PCS,40,0.4,0.4
79,10010042001,B,23,48,28.0,16.0,9.0,4032.0,3.42,24.0,168.0,0.1425,PCS,40,0.4,0.4
80,10010043001,B,23,80,28.0,16.0,9.0,4032.0,3.42,24.0,168.0,0.1425,PCS,40,0.4,0.4
81,10011001001,A,142,432,34.0,20.0,11.0,7480.0,6.59,24.0,311.6666666666667,0.27458333333333335,PCS,40,0.4,0.4
82,10011003001,A,186,144,33.0,16.0,13.0,6864.0,5.44,24.0,286.0,0.22666666666666668,PCS,40,0.4,0.4
83,10011004001,C,6,24,31.0,17.0,13.0,6851.0,2.0,18.0,380.6111111111111,0.1111111111111111,PCS,40,0.4,0.4
84,10011007001,B,11,25,36.0,20.0,20.0,14400.0,13.28,12.0,1200.0,1.1066666666666667,PCS,40,0.4,0.4
85,10011016001,A,136,648,35.0,20.0,13.0,9100.0,7.9,24.0,379.1666666666667,0.32916666666666666,PCS,40,0.4,0.4
86,10011021001,B,28,108,33.0,16.0,13.0,6864.0,5.38,24.0,286.0,0.22416666666666665,PCS,40,0.4,0.4
87,10011023001,A,87,137,27.0,16.0,9.0,3888.0,3.41,24.0,162.0,0.14208333333333334,PCS,40,0.4,0.4
88,10011028001,B,10,22,40.0,27.0,16.0,17280.0,11.36,24.0,720.0,0.47333333333333333,PCS,40,0.4,0.4
89,10012002001,C,2,24,36.0,20.0,20.0,14400.0,13.28,12.0,1200.0,1.1066666666666667,PCS,40,0.4,0.4
90,10012004001,A,96,395,36.0,27.0,30.0,29160.0,16.2,12.0,2430.0,1.3499999999999999,PCS,40,0.4,0.4
91,10012006001,A,61,113,28.0,16.0,9.0,4032.0,3.4,24.0,168.0,0.14166666666666666,PCS,40,0.4,0.4
92,10012009001,C,6,2,29.0,18.0,26.0,13572.0,11.27,10.0,1357.2,1.127,PCS,40,0.4,0.4
93,10012899001,A,64,294,40.0,27.0,22.0,23760.0,11.88,24.0,990.0,0.49500000000000005,PCS,40,0.4,0.4
94,10013003001,A,163,564,35.0,20.0,13.0,9100.0,7.9,24.0,379.1666666666667,0.32916666666666666,PCS,40,0.4,0.4
95,10013004001,C,4,6,36.0,20.0,20.0,14400.0,13.28,12.0,1200.0,1.1066666666666667,PCS,40,0.4,0.4
96,10013005001,A,106,446,34.0,20.0,11.0,7480.0,6.71,24.0,311.6666666666667,0.27958333333333335,PCS,40,0.4,0.4
97,10013007001,C,6,96,33.0,16.0,13.0,6864.0,5.38,24.0,286.0,0.22416666666666665,PCS,40,0.4,0.4
98,10013011001,C,0,6,32.0,17.0,13.0,7072.0,5.0,18.0,392.8888888888889,0.2777777777777778,PCS,40,0.4,0.4
99,10013012001,A,94,159,27.0,16.0,9.0,3888.0,3.41,24.0,162.0,0.14208333333333334,PCS,40,0.4,0.4
100,10014005001,C,0,18,41.0,27.0,18.0,19926.0,14.66,24.0,830.25,0.6108333333333333,PCS,40,0.4,0.4
101,10014006001,C,0,8,29.0,18.0,26.0,13572.0,11.428,10.0,1357.2,1.1428,PCS,40,0.4,0.4
102,10014009001,A,98,258,40.0,27.0,17.0,18360.0,12.08,24.0,765.0,0.5033333333333333,PCS,40,0.4,0.4
103,10014018001,C,1,6,38.0,30.0,26.0,29640.0,23.0,12.0,2470.0,1.9166666666666667,PCS,40,0.4,0.4
104,10014020001,A,62,177,41.0,17.0,13.0,9061.0,8.92,24.0,377.5416666666667,0.37166666666666665,PCS,40,0.4,0.4
105,10014023001,A,141,432,35.0,21.0,11.0,8085.0,6.64,24.0,336.875,0.27666666666666667,PCS,40,0.4,0.4
106,10014024001,B,17,42,35.0,18.0,14.0,8820.0,6.75,24.0,367.5,0.28125,PCS,40,0.4,0.4
107,10014028001,A,157,468,34.0,20.0,11.0,7480.0,6.63,24.0,311.6666666666667,0.27625,PCS,40,0.4,0.4
108,10014029001,B,22,94,41.0,28.0,18.0,20664.0,12.92,24.0,861.0,0.5383333333333333,PCS,40,0.4,0.4
109,10014030001,B,14,47,42.0,29.0,24.0,29232.0,13.78,24.0,1218.0,0.5741666666666666,PCS,40,0.4,0.4
110,10014032001,A,52,353,35.0,20.0,13.0,9100.0,7.88,24.0,379.1666666666667,0.3283333333333333,PCS,40,0.4,0.4
111,10014033001,A,108,548,35.0,20.0,13.0,9100.0,7.93,24.0,379.1666666666667,0.33041666666666664,PCS,40,0.4,0.4
112,10014037001,B,15,15,40.0,27.0,13.0,14040.0,10.08,24.0,585.0,0.42,PCS,40,0.4,0.4
113,10014043001,C,1,12,36.0,20.0,20.0,14400.0,13.3,12.0,1200.0,1.1083333333333334,PCS,40,0.4,0.4
114,10014051001,A,54,239,33.0,22.0,13.0,9438.0,7.0,24.0,393.25,0.2916666666666667,PCS,40,0.4,0.4
115,10014055001,C,1,24,39.0,26.0,23.0,23322.0,13.2,24.0,971.75,0.5499999999999999,PCS,40,0.4,0.4
116,10014062001,C,3,12,33.0,15.0,13.0,6435.0,5.5,24.0,268.125,0.22916666666666666,PCS,40,0.4,0.4
117,10014067001,C,5,30,41.0,17.0,14.0,9758.0,6.75,24.0,406.5833333333333,0.28125,PCS,40,0.4,0.4
118,10014069001,C,1,6,35.0,20.0,13.0,9100.0,7.97,24.0,379.1666666666667,0.33208333333333334,PCS,40,0.4,0.4
119,10014073001,C,1,36,41.0,27.0,13.0,14391.0,9.0,24.0,599.625,0.375,PCS,40,0.4,0.4
120,10014075001,C,0,6,41.0,28.0,12.0,13776.0,8.75,24.0,574.0,0.3645833333333333,PCS,40,0.4,0.4
121,10014080001,B,19,24,41.0,27.0,16.0,17712.0,12.41,24.0,738.0,0.5170833333333333,PCS,40,0.4,0.4
122,10014081001,C,0,12,41.0,27.0,16.0,17712.0,12.41,24.0,738.0,0.5170833333333333,PCS,40,0.4,0.4
123,10014090001,A,231,743,35.0,20.0,11.0,7700.0,6.61,24.0,320.8333333333333,0.2754166666666667,PCS,40,0.4,0.4
124,10014092001,A,50,14,37.0,26.0,28.0,26936.0,16.31,12.0,2244.6666666666665,1.3591666666666666,PCS,40,0.4,0.4
125,10014097001,C,3,2,30.0,23.0,24.0,16560.0,12.18,12.0,1380.0,1.015,PCS,40,0.4,0.4
126,10014103001,C,0,3,39.0,17.0,26.0,17238.0,11.312,10.0,1723.8,1.1312,PCS,40,0.4,0.4
127,10014106001,C,4,36,39.0,26.0,20.0,20280.0,13.892,24.0,845.0,0.5788333333333333,PCS,40,0.4,0.4
128,10014110001,C,3,12,40.0,27.0,19.0,20520.0,14.71,24.0,855.0,0.6129166666666667,PCS,40,0.4,0.4
129,10014111001,B,13,60,41.0,28.0,12.0,13776.0,8.71,24.0,574.0,0.3629166666666667,PCS,40,0.4,0.4
130,10014113001,A,62,108,41.0,28.0,12.0,13776.0,8.7,24.0,574.0,0.3625,PCS,40,0.4,0.4
131,10014126001,B,18,102,41.0,27.0,13.0,14391.0,9.0,24.0,599.625,0.375,PCS,40,0.4,0.4
132,10014130001,B,12,123,40.0,27.0,17.0,18360.0,11.96,24.0,765.0,0.49833333333333335,PCS,40,0.4,0.4
133,10014898001,B,21,68,40.0,27.0,22.0,23760.0,11.87,24.0,990.0,0.4945833333333333,PCS,40,0.4,0.4
134,10015007001,A,149,778,33.0,22.0,14.0,10164.0,7.26,24.0,423.5,0.3025,PCS,40,0.4,0.4
135,10015011001,A,71,267,34.0,20.0,11.0,7480.0,6.65,24.0,311.6666666666667,0.27708333333333335,PCS,40,0.4,0.4
136,10016002001,C,8,48,36.0,24.0,16.0,13824.0,7.93,24.0,576.0,0.33041666666666664,PCS,40,0.4,0.4
137,10016006001,C,0,12,40.0,16.0,13.0,8320.0,6.7,24.0,346.6666666666667,0.2791666666666667,PCS,40,0.4,0.4
138,10016011001,B,14,47,40.0,27.0,12.0,12960.0,9.97,24.0,540.0,0.4154166666666667,PCS,40,0.4,0.4
139,10016014001,B,16,314,40.0,27.0,13.0,14040.0,10.09,24.0,585.0,0.42041666666666666,PCS,40,0.4,0.4
140,10016015001,A,65,161,35.0,20.0,11.0,7700.0,6.58,24.0,320.8333333333333,0.27416666666666667,PCS,40,0.4,0.4
141,10016018001,C,0,24,41.0,28.0,25.0,28700.0,14.5,24.0,1195.8333333333333,0.6041666666666666,PCS,40,0.4,0.4
142,10016020001,A,44,36,41.0,28.0,25.0,28700.0,14.5,24.0,1195.8333333333333,0.6041666666666666,PCS,40,0.4,0.4
143,10020002001,A,43,75,40.0,19.0,14.0,10640.0,9.6,24.0,443.3333333333333,0.39999999999999997,PCS,40,0.4,0.4
144,10020003001,C,8,47,40.0,27.0,10.0,10800.0,7.02,24.0,450.0,0.2925,PCS,40,0.4,0.4
145,10020004001,A,44,90,33.0,22.0,13.0,9438.0,6.43,24.0,393.25,0.26791666666666664,PCS,40,0.4,0.4
146,10020006001,C,1,6,40.0,27.0,10.0,10800.0,7.06,24.0,450.0,0.29416666666666663,PCS,40,0.4,0.4
147,10020007001,A,253,1484,40.0,27.0,10.0,10800.0,7.21,24.0,450.0,0.30041666666666667,PCS,40,0.4,0.4
148,10020011001,A,55,216,34.0,20.0,12.0,8160.0,7.97,24.0,340.0,0.33208333333333334,PCS,40,0.4,0.4
149,10020012001,B,16,60,40.0,27.0,10.0,10800.0,7.23,24.0,450.0,0.30125,PCS,40,0.4,0.4
150,10020015001,B,35,210,40.0,27.0,10.0,10800.0,7.21,24.0,450.0,0.30041666666666667,PCS,40,0.4,0.4
151,10020016001,B,17,84,42.0,29.0,20.0,24360.0,13.124,24.0,1015.0,0.5468333333333334,PCS,40,0.4,0.4
152,10020017001,C,2,6,40.0,27.0,10.0,10800.0,7.09,24.0,450.0,0.29541666666666666,PCS,40,0.4,0.4
153,10020018001,A,149,497,40.0,27.0,10.0,10800.0,7.21,24.0,450.0,0.30041666666666667,PCS,40,0.4,0.4
154,10020019001,B,16,54,33.0,22.0,13.0,9438.0,6.42,24.0,393.25,0.2675,PCS,40,0.4,0.4
155,10020024001,B,30,48,33.0,22.0,13.0,9438.0,6.5,24.0,393.25,0.2708333333333333,PCS,40,0.4,0.4
156,10020025001,B,18,42,33.0,22.0,13.0,9438.0,6.42,24.0,393.25,0.2675,PCS,40,0.4,0.4
157,10020027001,A,87,287,39.0,20.0,14.0,10920.0,9.97,24.0,455.0,0.4154166666666667,PCS,40,0.4,0.4
158,10020028001,C,3,24,41.0,27.0,14.0,15498.0,7.24,24.0,645.75,0.3016666666666667,PCS,40,0.4,0.4
159,10020033001,A,49,157,40.0,27.0,13.0,14040.0,9.94,24.0,585.0,0.4141666666666666,PCS,40,0.4,0.4
160,10020034001,B,20,84,35.0,20.0,14.0,9800.0,8.73,24.0,408.3333333333333,0.36375,PCS,40,0.4,0.4
161,10020036001,B,28,88,41.0,27.0,24.0,26568.0,16.17,24.0,1107.0,0.6737500000000001,PCS,40,0.4,0.4
162,10020037001,C,2,60,33.0,27.0,11.0,9801.0,6.592,30.0,326.7,0.2197333333333333,PCS,40,0.4,0.4
163,10020041001,A,105,336,33.0,27.0,11.0,9801.0,6.17,30.0,326.7,0.20566666666666666,PCS,40,0.4,0.4
164,10020042001,B,22,87,41.0,27.0,23.0,25461.0,16.102,24.0,1060.875,0.6709166666666667,PCS,40,0.4,0.4
165,10020046001,B,11,54,33.0,22.0,12.0,8712.0,6.81,24.0,363.0,0.28375,PCS,40,0.4,0.4
166,10021001001,A,224,1587,41.0,28.0,10.0,11480.0,6.48,24.0,478.3333333333333,0.27,PCS,40,0.4,0.4
167,10021005001,C,7,78,41.0,27.0,13.0,14391.0,9.07,24.0,599.625,0.3779166666666667,PCS,40,0.4,0.4
168,10021006001,A,297,1394,42.0,28.0,24.0,28224.0,16.04,24.0,1176.0,0.6683333333333333,PCS,40,0.4,0.4
169,10021007001,A,78,122,38.0,29.0,32.0,35264.0,19.57,12.0,2938.6666666666665,1.6308333333333334,PCS,40,0.4,0.4
170,10021008001,A,468,3454,35.0,20.0,11.0,7700.0,6.58,24.0,320.8333333333333,0.27416666666666667,PCS,40,0.4,0.4
171,10021009001,A,111,420,38.0,28.0,31.0,32984.0,19.78,12.0,2748.6666666666665,1.6483333333333334,PCS,40,0.4,0.4
172,10021010001,B,38,76,42.0,28.0,24.0,28224.0,15.6,24.0,1176.0,0.65,PCS,40,0.4,0.4
173,10021015001,A,50,132,43.0,29.0,24.0,29928.0,16.27,24.0,1247.0,0.6779166666666666,PCS,40,0.4,0.4
174,10021016001,A,199,620,43.0,29.0,24.0,29928.0,16.27,24.0,1247.0,0.6779166666666666,PCS,40,0.4,0.4
175,10021017001,A,69,235,40.0,28.0,23.0,25760.0,16.08,24.0,1073.3333333333333,0.6699999999999999,PCS,40,0.4,0.4
176,10021018001,B,11,36,33.0,24.0,22.0,17424.0,11.95,12.0,1452.0,0.9958333333333332,PCS,40,0.4,0.4
177,10021021001,A,51,173,38.0,26.0,19.0,18772.0,9.67,24.0,782.1666666666666,0.40291666666666665,PCS,40,0.4,0.4
178,10021022001,B,17,83,42.0,19.0,24.0,19152.0,13.12,12.0,1596.0,1.0933333333333333,PCS,40,0.4,0.4
179,10021023001,C,5,24,43.0,29.0,23.0,28681.0,15.36,24.0,1195.0416666666667,0.64,PCS,40,0.4,0.4
180,10021025001,A,1088,6541,35.0,20.0,13.0,9100.0,7.77,24.0,379.1666666666667,0.32375,PCS,40,0.4,0.4
181,10021026001,A,1655,332,39.0,28.0,32.0,34944.0,19.23,12.0,2912.0,1.6025,PCS,40,0.4,0.4
182,10021027001,A,175,879,40.0,27.0,10.0,10800.0,6.35,24.0,450.0,0.26458333333333334,PCS,40,0.4,0.4
183,10021034001,B,35,101,38.0,22.0,21.0,17556.0,12.85,12.0,1463.0,1.0708333333333333,PCS,40,0.4,0.4
184,10021035001,A,462,265,34.0,20.0,11.0,7480.0,6.56,4.0,1870.0,1.64,PCS,40,0.4,0.4
185,10021040001,C,7,24,37.0,27.0,29.0,28971.0,16.0,12.0,2414.25,1.3333333333333333,PCS,40,0.4,0.4
186,10022003001,C,3,48,36.0,24.0,17.0,14688.0,9.4,24.0,612.0,0.39166666666666666,PCS,40,0.4,0.4
187,10022006001,C,4,48,32.0,22.0,14.0,9856.0,6.74,24.0,410.6666666666667,0.2808333333333333,PCS,40,0.4,0.4
188,10022008001,B,20,240,32.0,22.0,16.0,11264.0,7.74,24.0,469.3333333333333,0.3225,PCS,40,0.4,0.4
189,10022011001,B,39,15,33.0,22.0,14.0,10164.0,6.75,6.0,1694.0,1.125,PCS,40,0.4,0.4
190,10022012001,C,5,12,33.0,22.0,16.0,11616.0,7.84,24.0,484.0,0.32666666666666666,PCS,40,0.4,0.4
191,10022014001,B,13,11,33.0,22.0,14.0,10164.0,6.75,6.0,1694.0,1.125,PCS,40,0.4,0.4
192,10022015001,B,10,6,41.0,28.0,25.0,28700.0,11.8,24.0,1195.8333333333333,0.4916666666666667,PCS,40,0.4,0.4
193,10022016001,B,10,48,33.0,23.0,15.0,11385.0,6.25,24.0,474.375,0.2604166666666667,PCS,40,0.4,0.4
194,10022020001,B,10,47,36.0,24.0,17.0,14688.0,9.47,24.0,612.0,0.39458333333333334,PCS,40,0.4,0.4
195,10022024001,C,5,12,31.0,20.0,16.0,9920.0,7.01,24.0,413.3333333333333,0.2920833333333333,PCS,40,0.4,0.4
196,10022030001,A,103,204,33.0,22.0,14.0,10164.0,6.53,24.0,423.5,0.27208333333333334,PCS,40,0.4,0.4
197,10022908001,C,5,24,24.0,36.0,17.0,14688.0,9.32,24.0,612.0,0.38833333333333336,PCS,40,0.4,0.4
198,10022910001,C,2,24,36.0,24.0,17.0,14688.0,9.518,24.0,612.0,0.39658333333333334,PCS,40,0.4,0.4
199,10022915001,C,4,6,33.0,22.0,14.0,10164.0,6.682,24.0,423.5,0.2784166666666667,PCS,40,0.4,0.4
200,10022916001,C,7,6,32.0,22.0,14.0,9856.0,6.88,24.0,410.6666666666667,0.2866666666666667,PCS,40,0.4,0.4
201,10023002001,B,19,4,56.0,32.0,20.0,35840.0,13.58,4.0,8960.0,3.395,PCS,40,0.4,0.4
202,10023004001,C,0,6,35.0,24.0,17.0,14280.0,7.89,24.0,595.0,0.32875,PCS,40,0.4,0.4
203,10023005001,B,13,6,47.0,37.0,22.0,38258.0,13.35,5.0,7651.6,2.67,PCS,40,0.4,0.4
204,10023008001,B,9,4,48.0,33.0,21.0,33264.0,13.54,4.0,8316.0,3.385,PCS,40,0.4,0.4
205,10023011001,C,8,5,27.0,20.0,20.0,10800.0,2.69,6.0,1800.0,0.4483333333333333,PCS,40,0.4,0.4
206,10023017001,C,6,2,43.0,36.0,20.0,30960.0,6.3,6.0,5160.0,1.05,PCS,40,0.4,0.4
207,10023020001,A,98,20,60.0,37.0,29.0,64380.0,12.52,12.0,5365.0,1.0433333333333332,PCS,40,0.4,0.4
208,10023023001,C,0,3,38.0,30.0,27.0,30780.0,17.0,6.0,5130.0,2.8333333333333335,PCS,40,0.4,0.4
209,10023025001,C,0,1,38.0,31.0,20.0,23560.0,11.3,3.0,7853.333333333333,3.766666666666667,PCS,40,0.4,0.4
210,10023027001,B,38,6,56.0,33.0,20.0,36960.0,13.58,4.0,9240.0,3.395,PCS,40,0.4,0.4
