item_code;order_date;daily_order_frequency
10000012001;2021-08-08;1
10000012001;2021-08-09;5
10000012001;2021-08-10;9
10000012001;2021-08-11;4
10000012001;2021-08-12;10
10000012001;2021-08-13;6
10000012001;2021-08-14;7
10000012001;2021-08-15;3
10000012001;2021-08-16;2
10000012001;2021-08-17;2
10000022001;2021-08-01;3
10000022001;2021-08-02;2
10000022001;2021-08-03;2
10000022001;2021-08-04;1
10000022001;2021-08-05;1
10000022001;2021-08-06;2
10000022001;2021-08-07;2
10000022001;2021-08-08;3
10000022001;2021-08-09;3
10000022001;2021-08-10;1
10000022001;2021-08-11;3
10000022001;2021-08-12;3
10000022001;2021-08-13;1
10000022001;2021-08-14;3
10000022001;2021-08-15;4
10000022001;2021-08-17;4
10000023001;2021-08-01;1
10000023001;2021-08-03;2
10000023001;2021-08-05;1
10000023001;2021-08-07;1
10000023001;2021-08-08;1
10000023001;2021-08-09;1
10000023001;2021-08-11;1
10000023001;2021-08-12;2
10000023001;2021-08-15;1
10000023001;2021-08-16;1
10000027001;2021-08-01;4
10000027001;2021-08-02;3
10000027001;2021-08-03;5
10000027001;2021-08-04;1
10000027001;2021-08-05;4
10000027001;2021-08-06;4
10000027001;2021-08-08;4
10000027001;2021-08-09;1
10000027001;2021-08-10;1
10000027001;2021-08-11;3
10000027001;2021-08-12;5
10000027001;2021-08-13;3
10000027001;2021-08-14;3
10000027001;2021-08-15;2
10000027001;2021-08-16;1
10000027001;2021-08-17;3
10000998001;2021-08-01;13
10000998001;2021-08-02;8
10000998001;2021-08-03;15
10000998001;2021-08-04;19
10000998001;2021-08-05;26
10000998001;2021-08-06;7
10000998001;2021-08-07;8
10000998001;2021-08-08;23
10000998001;2021-08-09;20
10000998001;2021-08-10;11
10000998001;2021-08-11;24
10000998001;2021-08-12;26
10000998001;2021-08-13;22
10000998001;2021-08-14;8
10000998001;2021-08-15;57
10000998001;2021-08-16;14
10000998001;2021-08-17;33
10001001001;2021-08-01;9
10001001001;2021-08-02;3
10001001001;2021-08-03;7
10001001001;2021-08-04;8
10001001001;2021-08-05;3
10001001001;2021-08-06;3
10001001001;2021-08-07;3
10001001001;2021-08-08;2
10001001001;2021-08-09;7
10001001001;2021-08-10;6
10001001001;2021-08-11;6
10001001001;2021-08-12;9
10001001001;2021-08-13;8
10001001001;2021-08-14;10
10001001001;2021-08-15;7
10001001001;2021-08-16;1
10001001001;2021-08-17;10
10001004001;2021-08-01;7
10001004001;2021-08-02;2
10001004001;2021-08-03;5
10001004001;2021-08-04;14
10001004001;2021-08-05;11
10001004001;2021-08-06;10
10001004001;2021-08-07;1
10001004001;2021-08-08;8
10001004001;2021-08-09;14
10001004001;2021-08-10;17
10001004001;2021-08-11;15
10001004001;2021-08-12;22
10001004001;2021-08-13;16
10001004001;2021-08-14;21
10001004001;2021-08-15;48
10001004001;2021-08-16;13
10001004001;2021-08-17;19
10001005001;2021-08-01;2
10001005001;2021-08-02;1
10001005001;2021-08-03;3
10001005001;2021-08-04;3
10001005001;2021-08-05;3
10001005001;2021-08-06;2
10001005001;2021-08-07;1
10001005001;2021-08-09;2
10001005001;2021-08-10;3
10001005001;2021-08-12;2
10001005001;2021-08-13;3
10001005001;2021-08-14;2
10001005001;2021-08-15;8
10001005001;2021-08-16;10
10001005001;2021-08-17;8
10001006001;2021-08-01;14
10001006001;2021-08-02;9
10001006001;2021-08-03;16
10001006001;2021-08-04;15
10001006001;2021-08-05;18
10001006001;2021-08-06;6
10001006001;2021-08-07;12
10001006001;2021-08-08;21
10001006001;2021-08-09;17
10001006001;2021-08-10;26
10001006001;2021-08-11;24
10001006001;2021-08-12;29
10001006001;2021-08-13;23
10001006001;2021-08-14;13
10001006001;2021-08-15;41
10001006001;2021-08-16;29
10001006001;2021-08-17;28
10001007001;2021-08-02;1
10001007001;2021-08-04;1
10001007001;2021-08-06;1
10001007001;2021-08-14;2
10001007001;2021-08-15;1
10001007001;2021-08-16;1
10001007001;2021-08-17;3
10001008001;2021-08-01;1
10001008001;2021-08-02;1
10001008001;2021-08-03;5
10001008001;2021-08-04;2
10001008001;2021-08-05;1
10001008001;2021-08-06;4
10001008001;2021-08-08;1
10001008001;2021-08-09;1
10001008001;2021-08-10;2
10001008001;2021-08-11;3
10001008001;2021-08-12;3
10001008001;2021-08-13;1
10001008001;2021-08-14;3
10001008001;2021-08-15;1
10001008001;2021-08-16;1
10001008001;2021-08-17;2
10001009001;2021-08-01;28
10001009001;2021-08-02;16
10001009001;2021-08-03;12
10001009001;2021-08-04;10
10001009001;2021-08-05;13
10001009001;2021-08-06;9
10001009001;2021-08-07;16
10001009001;2021-08-08;12
10001009001;2021-08-09;11
10001009001;2021-08-10;2
10001009001;2021-08-11;26
10001009001;2021-08-12;23
10001009001;2021-08-13;13
10001009001;2021-08-14;11
10001009001;2021-08-15;14
10001009001;2021-08-16;10
10001009001;2021-08-17;30
10001010001;2021-08-08;1
10001010001;2021-08-11;1
10001012001;2021-08-01;10
10001012001;2021-08-02;8
10001012001;2021-08-03;16
10001012001;2021-08-04;25
10001012001;2021-08-05;20
10001012001;2021-08-06;7
10001012001;2021-08-07;10
10001012001;2021-08-08;16
10001012001;2021-08-09;11
10001012001;2021-08-10;12
10001012001;2021-08-11;18
10001012001;2021-08-12;16
10001012001;2021-08-13;10
10001012001;2021-08-14;18
10001012001;2021-08-15;21
10001012001;2021-08-16;10
10001012001;2021-08-17;41
10001015001;2021-08-02;2
10001015001;2021-08-03;4
10001015001;2021-08-04;1
10001015001;2021-08-05;5
10001015001;2021-08-06;4
10001015001;2021-08-08;1
10001015001;2021-08-09;3
10001015001;2021-08-10;2
10001015001;2021-08-11;3
10001015001;2021-08-12;1
10001015001;2021-08-13;3
10001015001;2021-08-15;1
10001015001;2021-08-16;1
10001015001;2021-08-17;2
10001020001;2021-08-01;4
10001020001;2021-08-02;1
10001020001;2021-08-03;3
10001020001;2021-08-04;5
10001020001;2021-08-05;3
10001020001;2021-08-06;3
10001020001;2021-08-07;1
10001020001;2021-08-08;2
10001020001;2021-08-09;2
10001020001;2021-08-10;5
10001020001;2021-08-11;4
10001020001;2021-08-12;6
10001020001;2021-08-13;6
10001020001;2021-08-14;2
10001020001;2021-08-15;10
10001020001;2021-08-16;7
10001020001;2021-08-17;10
10001022001;2021-08-01;6
10001022001;2021-08-02;1
10001022001;2021-08-03;1
10001022001;2021-08-04;1
10001022001;2021-08-05;6
10001022001;2021-08-06;5
10001022001;2021-08-07;2
10001022001;2021-08-08;1
10001022001;2021-08-09;3
10001022001;2021-08-10;4
10001022001;2021-08-11;5
10001022001;2021-08-12;10
10001022001;2021-08-13;2
10001022001;2021-08-14;4
10001022001;2021-08-15;4
10001022001;2021-08-16;2
10001022001;2021-08-17;5
10001025001;2021-08-01;7
10001025001;2021-08-02;1
10001025001;2021-08-03;14
10001025001;2021-08-04;12
10001025001;2021-08-05;9
10001025001;2021-08-06;6
10001025001;2021-08-07;6
10001025001;2021-08-08;10
10001025001;2021-08-09;8
10001025001;2021-08-10;7
10001025001;2021-08-11;12
10001025001;2021-08-12;15
10001025001;2021-08-13;10
10001025001;2021-08-14;5
10001025001;2021-08-15;19
10001025001;2021-08-16;14
10001025001;2021-08-17;11
10001035001;2021-08-01;3
10001035001;2021-08-02;1
10001035001;2021-08-04;5
10001035001;2021-08-05;3
10001035001;2021-08-06;5
10001035001;2021-08-07;1
10001035001;2021-08-08;1
10001035001;2021-08-09;3
10001035001;2021-08-10;1
10001035001;2021-08-11;7
10001035001;2021-08-12;5
10001035001;2021-08-13;4
10001035001;2021-08-14;3
10001035001;2021-08-15;4
10001035001;2021-08-16;2
10001035001;2021-08-17;6
10002001001;2021-08-01;16
10002001001;2021-08-02;13
10002001001;2021-08-03;21
10002001001;2021-08-04;11
10002001001;2021-08-05;8
10002001001;2021-08-06;5
10002001001;2021-08-07;11
10002001001;2021-08-08;5
10002001001;2021-08-09;11
10002001001;2021-08-10;12
10002001001;2021-08-11;14
10002001001;2021-08-12;11
10002001001;2021-08-13;7
10002001001;2021-08-14;2
10002001001;2021-08-15;12
10002001001;2021-08-16;5
10002001001;2021-08-17;20
10002003001;2021-08-01;6
10002003001;2021-08-02;4
10002003001;2021-08-03;7
10002003001;2021-08-04;13
10002003001;2021-08-05;6
10002003001;2021-08-06;5
10002003001;2021-08-07;4
10002003001;2021-08-08;4
10002003001;2021-08-09;1
10002003001;2021-08-10;3
10002003001;2021-08-11;12
10002003001;2021-08-12;4
10002003001;2021-08-13;10
10002003001;2021-08-14;7
10002003001;2021-08-15;10
10002003001;2021-08-16;4
10002003001;2021-08-17;10
10002005001;2021-08-01;7
10002005001;2021-08-02;5
10002005001;2021-08-03;17
10002005001;2021-08-04;13
10002005001;2021-08-05;19
10002005001;2021-08-06;4
10002005001;2021-08-07;11
10002005001;2021-08-08;14
10002005001;2021-08-09;8
10002005001;2021-08-10;15
10002005001;2021-08-11;15
10002005001;2021-08-12;17
10002005001;2021-08-13;14
10002005001;2021-08-14;5
10002005001;2021-08-15;16
10002005001;2021-08-16;17
10002005001;2021-08-17;15
10002007001;2021-08-01;6
10002007001;2021-08-02;5
10002007001;2021-08-03;5
10002007001;2021-08-04;5
10002007001;2021-08-05;9
10002007001;2021-08-06;5
10002007001;2021-08-08;8
10002007001;2021-08-09;5
10002007001;2021-08-10;7
10002007001;2021-08-11;10
10002007001;2021-08-12;7
10002007001;2021-08-13;4
10002007001;2021-08-14;5
10002007001;2021-08-15;8
10002007001;2021-08-16;6
10002007001;2021-08-17;14
10002008001;2021-08-01;9
10002008001;2021-08-02;7
10002008001;2021-08-03;6
10002008001;2021-08-04;4
10002008001;2021-08-05;7
10002008001;2021-08-06;2
10002008001;2021-08-07;1
10002008001;2021-08-08;8
10002008001;2021-08-09;18
10002008001;2021-08-10;21
10002008001;2021-08-11;13
10002008001;2021-08-12;6
10002008001;2021-08-13;15
10002008001;2021-08-14;12
10002008001;2021-08-15;22
10002008001;2021-08-16;44
10002008001;2021-08-17;37
10002008001;2021-08-18;1
10002009001;2021-08-01;5
10002009001;2021-08-02;3
10002009001;2021-08-03;14
10002009001;2021-08-04;11
10002009001;2021-08-05;10
10002009001;2021-08-06;15
10002009001;2021-08-07;3
10002009001;2021-08-08;7
10002009001;2021-08-09;11
10002009001;2021-08-10;8
10002009001;2021-08-11;12
10002009001;2021-08-12;6
10002009001;2021-08-13;14
10002009001;2021-08-14;9
10002009001;2021-08-15;4
10002009001;2021-08-16;4
10002009001;2021-08-17;4
10002011001;2021-08-01;1
10002011001;2021-08-11;1
10002012001;2021-08-01;2
10002012001;2021-08-09;1
10002012001;2021-08-10;1
10002012001;2021-08-11;1
10002012001;2021-08-12;2
10002012001;2021-08-13;3
10002012001;2021-08-14;2
10002012001;2021-08-15;2
10002012001;2021-08-16;7
10002012001;2021-08-17;4
10002013001;2021-08-01;1
10002013001;2021-08-03;1
10002013001;2021-08-09;1
10002013001;2021-08-12;1
10002014001;2021-08-01;3
10002014001;2021-08-02;7
10002014001;2021-08-03;7
10002014001;2021-08-04;4
10002014001;2021-08-05;6
10002014001;2021-08-06;4
10002014001;2021-08-07;1
10002014001;2021-08-08;2
10002014001;2021-08-09;3
10002014001;2021-08-10;6
10002014001;2021-08-11;3
10002014001;2021-08-12;9
10002014001;2021-08-13;8
10002014001;2021-08-14;5
10002014001;2021-08-15;9
10002014001;2021-08-16;9
10002014001;2021-08-17;1
10002017001;2021-08-01;5
10002017001;2021-08-02;7
10002017001;2021-08-03;4
10002017001;2021-08-04;3
10002017001;2021-08-05;6
10002017001;2021-08-06;4
10002017001;2021-08-07;3
10002017001;2021-08-08;6
10002017001;2021-08-09;4
10002017001;2021-08-10;3
10002017001;2021-08-12;3
10002017001;2021-08-13;10
10002017001;2021-08-14;12
10002017001;2021-08-15;23
10002017001;2021-08-16;7
10002017001;2021-08-17;6
10002018001;2021-08-01;21
10002018001;2021-08-02;9
10002018001;2021-08-03;14
10002018001;2021-08-04;18
10002018001;2021-08-05;34
10002018001;2021-08-06;15
10002018001;2021-08-07;7
10002018001;2021-08-08;31
10002018001;2021-08-09;42
10002018001;2021-08-10;42
10002018001;2021-08-11;45
10002018001;2021-08-12;45
10002018001;2021-08-13;38
10002018001;2021-08-14;33
10002018001;2021-08-15;36
10002018001;2021-08-16;39
10002018001;2021-08-17;31
10002019001;2021-08-01;16
10002019001;2021-08-02;28
10002019001;2021-08-03;30
10002019001;2021-08-04;18
10002019001;2021-08-05;11
10002019001;2021-08-06;8
10002019001;2021-08-07;7
10002019001;2021-08-08;10
10002019001;2021-08-09;10
10002019001;2021-08-10;11
10002019001;2021-08-11;13
10002019001;2021-08-12;17
10002019001;2021-08-13;12
10002019001;2021-08-14;12
10002019001;2021-08-15;17
10002019001;2021-08-16;8
10002019001;2021-08-17;8
10002021001;2021-08-01;11
10002021001;2021-08-02;10
10002021001;2021-08-03;7
10002021001;2021-08-04;10
10002021001;2021-08-05;24
10002021001;2021-08-06;4
10002021001;2021-08-07;3
10002021001;2021-08-08;19
10002021001;2021-08-09;25
10002021001;2021-08-10;15
10002021001;2021-08-11;23
10002021001;2021-08-12;28
10002021001;2021-08-13;22
10002021001;2021-08-14;8
10002021001;2021-08-15;19
10002021001;2021-08-16;17
10002021001;2021-08-17;18
10002025001;2021-08-01;4
10002025001;2021-08-03;4
10002025001;2021-08-04;2
10002025001;2021-08-05;3
10002025001;2021-08-06;2
10002025001;2021-08-07;3
10002025001;2021-08-08;3
10002025001;2021-08-09;2
10002025001;2021-08-10;4
10002025001;2021-08-11;8
10002025001;2021-08-12;5
10002025001;2021-08-13;4
10002025001;2021-08-15;1
10002025001;2021-08-16;2
10002025001;2021-08-17;6
10002026001;2021-08-10;1
10002035001;2021-08-01;3
10002035001;2021-08-03;11
10002035001;2021-08-04;8
10002035001;2021-08-05;6
10002035001;2021-08-06;5
10002035001;2021-08-07;5
10002035001;2021-08-08;2
10002035001;2021-08-09;9
10002035001;2021-08-10;5
10002035001;2021-08-11;6
10002035001;2021-08-12;4
10002035001;2021-08-13;7
10002035001;2021-08-14;10
10002035001;2021-08-15;30
10002035001;2021-08-16;3
10002035001;2021-08-17;6
10002037001;2021-08-02;1
10002037001;2021-08-12;1
10002037001;2021-08-13;2
10002038001;2021-08-02;1
10002038001;2021-08-05;1
10002038001;2021-08-12;1
10002038001;2021-08-13;1
10002040001;2021-08-01;5
10002040001;2021-08-02;7
10002040001;2021-08-03;5
10002040001;2021-08-04;3
10002040001;2021-08-05;2
10002040001;2021-08-06;1
10002040001;2021-08-07;7
10002040001;2021-08-08;2
10002040001;2021-08-09;1
10002040001;2021-08-10;4
10002040001;2021-08-11;3
10002040001;2021-08-12;3
10002040001;2021-08-13;3
10002040001;2021-08-14;2
10002040001;2021-08-15;2
10002040001;2021-08-16;6
10002040001;2021-08-17;1
10002045001;2021-08-01;4
10002045001;2021-08-02;4
10002045001;2021-08-03;7
10002045001;2021-08-04;12
10002045001;2021-08-05;7
10002045001;2021-08-06;15
10002045001;2021-08-07;4
10002045001;2021-08-08;4
10002045001;2021-08-09;14
10002045001;2021-08-10;19
10002045001;2021-08-11;8
10002045001;2021-08-12;10
10002045001;2021-08-13;14
10002045001;2021-08-14;14
10002045001;2021-08-15;14
10002045001;2021-08-16;4
10002045001;2021-08-17;8
10002046001;2021-08-01;7
10002046001;2021-08-02;6
10002046001;2021-08-04;1
10002046001;2021-08-07;3
10002046001;2021-08-08;14
10002046001;2021-08-09;5
10002046001;2021-08-12;3
10002046001;2021-08-13;2
10002046001;2021-08-14;5
10002046001;2021-08-15;3
10002046001;2021-08-16;7
10002046001;2021-08-17;6
10002069001;2021-08-01;3
10002069001;2021-08-02;3
10002069001;2021-08-03;4
10002069001;2021-08-04;1
10002069001;2021-08-05;2
10002069001;2021-08-06;3
10002069001;2021-08-07;2
10002069001;2021-08-08;1
10002069001;2021-08-10;3
10002069001;2021-08-11;2
10002069001;2021-08-12;3
10002069001;2021-08-13;4
10002069001;2021-08-14;2
10002069001;2021-08-16;3
10002069001;2021-08-17;2
10002071001;2021-08-01;3
10002071001;2021-08-02;4
10002071001;2021-08-03;6
10002071001;2021-08-04;5
10002071001;2021-08-05;10
10002071001;2021-08-06;4
10002071001;2021-08-07;1
10002071001;2021-08-08;3
10002071001;2021-08-09;3
10002071001;2021-08-10;2
10002071001;2021-08-11;5
10002071001;2021-08-12;10
10002071001;2021-08-13;8
10002071001;2021-08-14;9
10002071001;2021-08-15;6
10002071001;2021-08-16;5
10002071001;2021-08-17;9
10002072001;2021-08-01;3
10002072001;2021-08-03;1
10002072001;2021-08-04;2
10002072001;2021-08-05;1
10002072001;2021-08-09;1
10002072001;2021-08-10;2
10002072001;2021-08-11;2
10002072001;2021-08-12;2
10002072001;2021-08-13;4
10002072001;2021-08-14;1
10002072001;2021-08-15;1
10002072001;2021-08-16;1
10002072001;2021-08-17;6
10002073001;2021-08-10;2
10002073001;2021-08-11;2
10002073001;2021-08-12;6
10002073001;2021-08-13;5
10002073001;2021-08-14;4
10002073001;2021-08-15;4
10002073001;2021-08-16;3
10002073001;2021-08-17;8
10002074001;2021-08-01;5
10002074001;2021-08-02;5
10002074001;2021-08-03;3
10002074001;2021-08-04;4
10002074001;2021-08-05;1
10002074001;2021-08-06;8
10002074001;2021-08-07;2
10002074001;2021-08-08;3
10002074001;2021-08-09;7
10002074001;2021-08-10;2
10002074001;2021-08-11;4
10002074001;2021-08-12;5
10002074001;2021-08-13;5
10002074001;2021-08-14;1
10002074001;2021-08-15;5
10002074001;2021-08-16;5
10002078001;2021-08-13;1
10002078001;2021-08-14;2
10002078001;2021-08-17;1
10002102001;2021-08-01;24
10002102001;2021-08-02;18
10002102001;2021-08-03;21
10002102001;2021-08-04;15
10002102001;2021-08-05;12
10002102001;2021-08-06;16
10002102001;2021-08-07;7
10002102001;2021-08-08;9
10002102001;2021-08-09;15
10002102001;2021-08-10;8
10002102001;2021-08-11;12
10002102001;2021-08-12;9
10002102001;2021-08-13;11
10002102001;2021-08-14;16
10002102001;2021-08-15;12
10002102001;2021-08-16;13
10002102001;2021-08-17;13
10002899001;2021-08-03;1
10002899001;2021-08-06;1
10002899001;2021-08-12;1
10002906001;2021-08-02;3
10002906001;2021-08-03;4
10002906001;2021-08-04;3
10002906001;2021-08-05;8
10002906001;2021-08-06;1
10002906001;2021-08-08;2
10002906001;2021-08-09;3
10002906001;2021-08-10;3
10002906001;2021-08-11;3
10002906001;2021-08-12;6
10002906001;2021-08-13;3
10002906001;2021-08-14;1
10002906001;2021-08-15;7
10002906001;2021-08-16;5
10002906001;2021-08-17;4
10002916001;2021-08-01;1
10002916001;2021-08-02;1
10002916001;2021-08-04;1
10002916001;2021-08-05;2
10002916001;2021-08-06;1
10002916001;2021-08-07;1
10002916001;2021-08-12;2
10002916001;2021-08-13;1
10002918001;2021-08-13;2
10002918001;2021-08-14;1
10002919001;2021-08-12;1
10002919001;2021-08-13;2
10002919001;2021-08-14;2
10002919001;2021-08-15;1
10002942001;2021-08-01;2
10002942001;2021-08-03;1
10002942001;2021-08-04;1
10002942001;2021-08-05;2
10002942001;2021-08-07;1
10002942001;2021-08-08;2
10002942001;2021-08-09;2
10002942001;2021-08-10;1
10002942001;2021-08-11;1
10002942001;2021-08-13;2
10002942001;2021-08-15;1
10002942001;2021-08-17;5
10002943001;2021-08-01;3
10002943001;2021-08-02;5
10002943001;2021-08-03;5
10002943001;2021-08-04;4
10002943001;2021-08-06;3
10002943001;2021-08-08;1
10002943001;2021-08-09;1
10002943001;2021-08-11;7
10002943001;2021-08-12;11
10002943001;2021-08-13;6
10002943001;2021-08-14;8
10002943001;2021-08-15;6
10002943001;2021-08-16;5
10002943001;2021-08-17;9
10002944001;2021-08-01;2
10002944001;2021-08-02;2
10002944001;2021-08-03;2
10002944001;2021-08-04;4
10002944001;2021-08-06;4
10002944001;2021-08-07;1
10002944001;2021-08-08;1
10002944001;2021-08-10;5
10002944001;2021-08-11;4
10002944001;2021-08-12;7
10002944001;2021-08-13;7
10002944001;2021-08-14;6
10002944001;2021-08-15;9
10002944001;2021-08-16;4
10002944001;2021-08-17;5
10010002001;2021-08-01;19
10010002001;2021-08-02;17
10010002001;2021-08-03;13
10010002001;2021-08-04;35
10010002001;2021-08-05;37
10010002001;2021-08-06;9
10010002001;2021-08-07;11
10010002001;2021-08-08;25
10010002001;2021-08-09;26
10010002001;2021-08-10;16
10010002001;2021-08-11;23
10010002001;2021-08-12;28
10010002001;2021-08-13;30
10010002001;2021-08-14;11
10010002001;2021-08-15;22
10010002001;2021-08-16;17
10010002001;2021-08-17;38
10010004001;2021-08-01;8
10010004001;2021-08-02;12
10010004001;2021-08-03;8
10010004001;2021-08-04;12
10010004001;2021-08-05;21
10010004001;2021-08-06;7
10010004001;2021-08-07;4
10010004001;2021-08-08;13
10010004001;2021-08-09;11
10010004001;2021-08-10;7
10010004001;2021-08-11;10
10010004001;2021-08-12;8
10010004001;2021-08-13;15
10010004001;2021-08-14;15
10010004001;2021-08-15;17
10010004001;2021-08-16;20
10010004001;2021-08-17;12
10010009001;2021-08-02;1
10010009001;2021-08-05;1
10010009001;2021-08-12;1
10010009001;2021-08-13;2
10010009001;2021-08-15;1
10010009001;2021-08-16;1
10010009001;2021-08-17;3
10010012001;2021-08-02;1
10010012001;2021-08-03;2
10010012001;2021-08-07;1
10010012001;2021-08-10;2
10010012001;2021-08-11;3
10010012001;2021-08-12;1
10010012001;2021-08-15;2
10010012001;2021-08-16;1
10010012001;2021-08-17;1
10010018001;2021-08-14;2
10010018001;2021-08-15;1
10010018001;2021-08-16;5
10010018001;2021-08-17;1
10010019001;2021-08-10;1
10010019001;2021-08-11;2
10010019001;2021-08-12;3
10010019001;2021-08-13;2
10010019001;2021-08-14;1
10010019001;2021-08-15;2
10010019001;2021-08-17;2
10010026001;2021-08-01;2
10010026001;2021-08-02;2
10010026001;2021-08-03;7
10010026001;2021-08-04;4
10010026001;2021-08-05;3
10010026001;2021-08-06;1
10010026001;2021-08-07;3
10010026001;2021-08-08;2
10010026001;2021-08-09;2
10010026001;2021-08-11;1
10010026001;2021-08-12;3
10010026001;2021-08-13;1
10010026001;2021-08-14;3
10010026001;2021-08-15;5
10010026001;2021-08-16;5
10010026001;2021-08-17;4
10010035001;2021-08-01;8
10010035001;2021-08-02;20
10010035001;2021-08-03;19
10010035001;2021-08-04;20
10010035001;2021-08-05;12
10010035001;2021-08-06;11
10010035001;2021-08-07;6
10010035001;2021-08-08;16
10010035001;2021-08-09;19
10010035001;2021-08-10;29
10010035001;2021-08-11;18
10010035001;2021-08-12;25
10010035001;2021-08-13;15
10010035001;2021-08-14;15
10010035001;2021-08-15;15
10010035001;2021-08-16;14
10010035001;2021-08-17;18
10010042001;2021-08-02;3
10010042001;2021-08-05;1
10010042001;2021-08-06;1
10010042001;2021-08-07;1
10010042001;2021-08-08;2
10010042001;2021-08-09;2
10010042001;2021-08-10;2
10010042001;2021-08-11;2
10010042001;2021-08-13;1
10010042001;2021-08-15;1
10010042001;2021-08-17;1
10010043001;2021-08-01;1
10010043001;2021-08-02;1
10010043001;2021-08-03;3
10010043001;2021-08-04;2
10010043001;2021-08-07;3
10010043001;2021-08-08;4
10010043001;2021-08-09;1
10010043001;2021-08-10;3
10010043001;2021-08-11;1
10010043001;2021-08-12;1
10010043001;2021-08-13;1
10010043001;2021-08-17;2
10011001001;2021-08-01;2
10011001001;2021-08-02;4
10011001001;2021-08-03;4
10011001001;2021-08-04;7
10011001001;2021-08-05;8
10011001001;2021-08-06;6
10011001001;2021-08-07;1
10011001001;2021-08-08;4
10011001001;2021-08-09;7
10011001001;2021-08-10;9
10011001001;2021-08-11;15
10011001001;2021-08-12;12
10011001001;2021-08-13;6
10011001001;2021-08-14;13
10011001001;2021-08-15;8
10011001001;2021-08-16;9
10011001001;2021-08-17;17
10011003001;2021-08-01;10
10011003001;2021-08-02;7
10011003001;2021-08-03;14
